Всевишній	0.885078
Господь	0.816095
Христовий	0.814423
аборт	0.0504696
аварія	0.0367549
автоматний	0.0481572
авіаудар	0.0325676
адаптований	0.797213
ажурний	0.765856
акторський	0.863925
акуратний	0.789571
амбітний	0.836691
антидержавний	0.044345
антисемітський	0.0188021
аплодисменти	0.890553
арматура	0.0443811
артистичний	0.7665165
асоціальний	0.0498191
багатий	0.849303
багатогранний	0.791807
багатофункціональність	0.778706
багно	0.0355492
бажаний	0.84819
байдужий	0.0374327
бандит	0.012394
бандюга	0.0266621
бандюк	0.0426293
бароко	0.781784
бароковий	0.819236
батьківський	0.883184
безвинний	0.0245734
безвідповідальність	0.00904145
безглуздий	0.0433169
безглуздість	0.022861
бездарний	0.0377735
бездумний	0.0255143
безжальний	0.0061511
беззубий	0.0326193
безкорисливий	0.830493
безпека	0.803191
безпечний	0.8853523
безпомічний	0.00966233
безправний	0.0389953
безславний	0.0201081
безсовісний	0.0395854
безсоромний	0.028381074
безумний	0.0172412
безумовний	0.794972
безхмарний	0.891531
бити	0.04578025
благий	0.938188
благодать	0.865297
благодійник	0.816511
благополуччя	0.931302
благородство	0.933584
благословенний	0.777773
благословити	0.923228
благотворний	0.763684
благочестивий	0.857145
блаженний	0.970119
блаженство	0.878685
блакить	0.799758
блукати	0.0485937
блюзнірство	0.0148427
богатирський	0.78415
богиня	0.782753
богословський	0.846704
божественний	0.8293275
божество	0.803982
болючий	0.037952434
боліти	0.015697
бомба	0.0198662
боягузливість	0.0487949
боятися	0.0202416
брак	0.0449833
браконьєр	0.026586
бранка	0.0402254
братський	0.846757
браття	0.790913
броньований	0.8016
брутальний	0.0369715
брязкати	0.0351705
буйний	0.02769
букет	0.858207
булька	0.0417601
бунт	0.0225307
бюрократизм	0.0312316
бідний	0.02128265
бідолашний	0.0224345
білосніжний	0.915726
біс	0.0242428
в'язаний	0.798284
в'язниця	0.00666941
важкий	0.781705
валити	0.0149249
валитися	0.0428233
вандал	0.0439907
вандалізм	0.00734887
вбивати	0.013851088
вбитий	0.0098399
вбогий	0.0440074
вгамовуватися	0.0174269
вдаритися	0.0413337
вдержатися	0.0370701
вдосконалюватися	0.787635
вдячність	0.9470555
величний	0.869438
верещати	0.0328973
верзтися	0.0160143
веселий	0.869653
вечір	0.825002
взаємний	0.824534
взаємовигідний	0.883909
взаємоприйнятний	0.851089
вибух	0.0179333
вибухати	0.0264769
вибухівка	0.0415242
виверт	0.0412513
вигнавши	0.0308292
вигнати	0.00902634
виграш	0.917835
вигрібати	0.0513164
вигідний	0.82729137
вигідніший	0.794991
видавлювати	0.0189392
видалений	0.0452009
вижити	0.0385711
визначний	0.815668
викинути	0.0310425
використати	0.765567
викорінення	0.78825
викорінити	0.0373501
викрити	0.0328095
вимивати	0.0351171
винагородити	0.870633
винний	0.0102225
випалювати	0.0167322
виправдатися	0.861255
виразка	0.0495129
виразковий	0.0505928
вириватися	0.0375342
вирок	0.0167839
виростити	0.774868
виручати	0.82197
вирізати	0.0447593
вирізняти	0.768818
виселення	0.0315713
високий	0.8704382
високоефективний	0.876962
висококласний	0.967625
високотехнологічний	0.838688
високохудожній	0.805549
вистежувати	0.0260373
вистражданий	0.803598
витончений	0.9161005
витонченість	0.907985
витягнути	0.0322051
вихваляти	0.0153493
вихлюпуватися	0.0378559
вишуканий	0.802876
виїдати	0.030743
вкинути	0.0484009
вкрасти	0.0155722
вкусити	0.0126264
властивий	0.790059
вовтузіння	0.0407927
волати	0.02943635
воловий	0.0337111
волонтер	0.893771
ворушитися	0.0497928
воскресіння	0.785214
впевнений	0.852834
вражаючий	0.8921145
вриватися	0.0444342
врода	0.8987285
вродливий	0.858009
врівноваженість	0.825642
всебічний	0.78289104
всміхатися	0.850913
вторгнутися	0.0440723
втрачений	0.8115235
втягнути	0.0291825
втягувати	0.0392036
втікати	0.0149226
втілити	0.813745
втілитися	0.82076
втілювати	0.795205
вчинений	0.01083211
вчинити	0.0166411
відбудовувати	0.818912
відганяти	0.0108186
відгороджувати	0.0375726
відданість	0.7975775
відділок	0.0224807
відкат	0.0289618
відмовитися	0.0408368
відмовний	0.0504423
відмінний	0.88785267
відновлювальний	0.835799
відновлювати	0.838205
відреставрований	0.789701
відроджувати	0.974022
відроджуватися	0.854671
відродити	0.952797
відсахнутися	0.028843
відсвяткувати	0.780819
відтяти	0.019268751
відчай	0.017180394
відштовхнути	0.0507428
відщепенець	0.0419097
вірність	0.983189
віроломний	0.00953777
вітальний	0.85162747
вітати	0.958884
вітатися	0.781755
гайдамацтво	0.0484424
ганебний	0.0305107
ганьбити	0.0225019
гарантувати	0.872064
гармонійний	0.770554
гармонія	0.8448355
гарненький	0.817141
гарний	0.92970234
героїн	0.0165214
героїчний	0.940612
гнисти	0.00859587
гнобитель	0.0452566
гнути	0.0212551
голод	0.00952122
голодний	0.02254725
голубий	0.868311
горлати	0.0364873
гостинний	0.9096085
гостинність	0.780095
грабки	0.0309092
гримати	0.03344975
грозитися	0.0123794
громада	0.879792
гріх	0.0405673
грішний	0.0482958
гідний	0.773511
гіпертонічний	0.0242294
гіпертонія	0.0439557
гіпноз	0.0497667
гітлерівець	0.0202986
ґвалтування	0.0137194
ґвалтувати	0.0167111
ґвалтівник	0.0293051
давити	0.00535676
давньоруський	0.8493
дарувати	0.8658105
деблокування	0.786182
дебіл	0.00644006
дезертирувати	0.0427705
дезінформувати	0.0455899
демократичний	0.8280865
демонічний	0.0360907
демпінгувати	0.0469757
деспот	0.0338326
деспотичний	0.0485986
дизайнерський	0.84370196
диплом	0.820327
дисфункція	0.0317318
добити	0.046973
доблесть	0.827688
добрий	0.94305253
добробут	0.860498
добродійний	0.8381095
доброзичливість	0.923598
добропорядний	0.946334
добротний	0.971479
доброчесний	0.838762
добріти	0.931971
довголіття	0.939852
довгоочікуваний	0.810443
довір'я	0.808141
доглянутий	0.786761
дожити	0.80335
доконати	0.0250245
докучати	0.0508544
докір	0.0291646
допитуючи	0.0174414
дорогий	0.890574
досвідчений	0.932709
досконалий	0.768897
достойний	0.8275925
досягти	0.807087
дохлий	0.0245291
дошкуляти	0.02406875
дражнити	0.0168583
драконівський	0.0329751
дратувати	0.030870201
дратуватися	0.0252062
дружний	0.930754
дружній	0.8805969
дужий	0.806085
дупа	0.0101965
дурень	0.0214291
дурити	0.0406234
дурний	0.00978189
душити	0.015808336
діапазон	0.823913
діоксин	0.0314365
дієвість	0.825036
євроатлантичний	0.764931
егоїзм	0.0226575
ейфорія	0.90933895
експресивний	0.80841
екстремальний	0.850349
елегантний	0.91935134
елітний	0.87732196
емфізема	0.0372961
ентузіаст	0.830196
епілептичний	0.0481199
ефективний	0.764417
жалувати	0.0316532
жалюгідний	0.0388266
жахатися	0.0371822
жахливий	0.0336064
жерти	0.0174226
живий	0.793822
живоносний	0.820929
жид	0.0509316
жирувати	0.0098231
жопа	0.0221279
жорстокий	0.010063904
жриця	0.840584
жіночний	0.876202
забетонувати	0.0300428
завагітніти	0.0401751
завербувати	0.0201364
завершити	0.817056
завестися	0.0251677
завидний	0.837728
завинити	0.03036045
заганяти	0.011523273
загартовувати	0.929379
загасити	0.0489727
загибель	0.0501233
заговорювати	0.0144759
загрузнути	0.026925
задавнений	0.03240765
задовільний	0.840662
задушевний	0.825174
задушений	0.0084812
задіяний	0.0423625
зажерливий	0.0482348
зазіхати	0.0306197
заколотник	0.0339675
закопувати	0.033657
закусити	0.0183771
закінчити	0.0344205
замаскований	0.0272567
замах	0.012871034
замовкнути	0.021234
заморський	0.779146
замучений	0.015727015
занапастити	0.013852149
занепокоїтися	0.0332445
занудити	0.0370214
заподіювати	0.0451122
заподіяний	0.022887865
запороти	0.0451757
запроторити	0.018001
запроторювати	0.0188398
запідозрити	0.0352558
заражати	0.0349426
зарватися	0.0388986
зарепетувати	0.0483116
заручник	0.0193901
зарядитися	0.824467
зарізати	0.0358171
заслужений	0.9385795
заслужити	0.867381
заспокійливий	0.0330209
застогнати	0.0214357
застрягати	0.0435805
застійний	0.0513949
засуджений	0.0254898
засуджуючи	0.0335473
засудити	0.0404721
затаєний	0.0386632
затримати	0.0369247
затримувати	0.0479118
захланний	0.0158624
заховати	0.0305631
захоплюватися	0.845699
зачарування	0.85886
зашити	0.036432
зашкутильгати	0.0469758
зашморг	0.035418
заїдати	0.0466668
збалансований	0.811389
збанкрутувати	0.0387502
зберігати	0.774459
збоченець	0.0181555
збрехати	0.0479227
збунтуватися	0.0385435
збурити	0.0254928
збутися	0.901014
зважений	0.801898
звалювати	0.0101701
звання	0.824499
звершений	0.804448
звинуватити	0.0353498
звинувачувати	0.044184368
зводити	0.024268
згинути	0.0287406
згорьований	0.0155058
згуртований	0.816419
здавлюючи	0.0420306
здерти	0.04018505
здобути	0.791573
здогад	0.0155587
здолати	0.768756
здохнути	0.0428665
здібний	0.85004693
злагода	0.881006
злагоджений	0.85772467
зламати	0.03363035
зламатися	0.0420082
злий	0.0356581
злити	0.0483728
зловмисник	0.01879695
злодійський	0.0495261
зломлений	0.00841819
злопам'ятний	0.03703
злочинний	0.0387111
злочинниця	0.0327216
злякати	0.0328306
злісний	0.0280287
змагати	0.0473381
зменшуватися	0.0417914
змести	0.0461112
зміцнити	0.7993805
знак	0.827102
зневажати	0.02004635
знеможений	0.0495132
зникнути	0.0504148
знищений	0.0148766
знищити	0.0329224
знущання	0.0103484
зомбувати	0.0172597
зрада	0.00964817
зрадник	0.0236231
зрадництво	0.0150223
зрадницький	0.0123015
зрадниця	0.0221183
зривати	0.0459028
зустрінути	0.802417
зухвальство	0.0477323
зціпити	0.0473149
зчинити	0.050397
зчиняти	0.0345083
зібраний	0.76923
зізнаватися	0.0452518
зіпсуватися	0.0349268
зґвалтований	0.028800651
зґвалтувати	0.0159623
ідеальний	0.78098
ідеалізувати	0.0200982
ізгой	0.0497008
іменинниця	0.776484
інклюзивний	0.794692
інкримінований	0.0462175
інсинуація	0.0297461
інтегрований	0.825203
інтелігентний	0.938188
інтенсифікація	0.828911
інтриганство	0.0167464
інтуїція	0.793752
ісламіст	0.0497209
істеричний	0.0183773
казковий	0.81426847
казнокрад	0.050678
каліцтво	0.0301002
камерний	0.763469
капати	0.0498361
карати	0.014695588
каратися	0.0404342
караючи	0.0235248
картати	0.0153308
карцер	0.0100903
кат	0.00939941
каторга	0.020866966
катувати	0.00369759
катівня	0.03195715
кацап	0.0492556
каятися	0.0169604
квіти	0.87759
кепкувати	0.0158641
кидатися	0.013608
кинутий	0.0228575
класний	0.85001624
клофелін	0.0226988
кмітливий	0.837424
колапс	0.027205
комбінаційний	0.792892
комбінований	0.807944
комплексний	0.886883
комунікабельність	0.797713
комфортний	0.8995393
конвульсія	0.0270801
конкурентоспроможний	0.8793897
конкурс	0.785393
конфліктувати	0.0226222
концентраційний	0.0462614
копати	0.0487335
корисний	0.885414
короста	0.0316009
коротенький	0.821491
корупційний	0.0335838
корчитися	0.0406298
коріння	0.831703
кошмар	0.0302411
кошти	0.779387
коїти	0.0147343
красень	0.892516
красний	0.797832
красномовний	0.95228
кращий	0.929685
краєвид	0.823747
кривавий	0.018052887
кривдити	0.0367317
критика	0.0445033
критиканство	0.0322137
критикувати	0.028022267
критися	0.0304069
крихітка	0.790194
кричати	0.033293065
кропіткий	0.838639
крутий	0.938801
крутитися	0.0288997
ксенофобський	0.0362925
кубло	0.0250125
кульгати	0.034548
курортний	0.764251
кухонний	0.0362608
лайка	0.0155549
лакей	0.0266138
ламати	0.03586205
ламаючи	0.0303994
ласкавий	0.81418127
лауреат	0.91796803
легендарний	0.869832
легший	0.8802
легітимний	0.843461
лжа	0.0242478
липовий	0.0180068
лихий	0.0097771
лихослів'я	0.0411148
лицемірний	0.0218533
лукавий	0.0353156
лупити	0.0230375
любий	0.82526
люблячий	0.93718225
любов	0.945917
людяний	0.897457
лютий	0.0281758
лютувати	0.0180906
лякливий	0.0483436
лікувальний	0.818215
лілія	0.791774
лінчування	0.00867884
м'якотілість	0.00740383
мажор	0.0209649
майстерний	0.885349
максимізувати	0.822069
малорос	0.0247309
мальовничий	0.856937
малювання	0.820913
малюнок	0.813542
малярія	0.0247824
марнота	0.0447965
марність	0.0226826
мародерство	0.030086
масонський	0.0143304
матеріальний	0.810093
махінація	0.0324377
маячити	0.0273715
медовий	0.776247
меланхолія	0.0340669
мерзенний	0.013907664
милостивий	0.883886
минутися	0.772519
миро	0.76412
миротворець	0.8635645
мистецьки	0.778271
мистецький	0.807828
митарство	0.0487855
модельний	0.82652
модерний	0.827581
модернізація	0.792253
модернізований	0.765607
модульний	0.806948
мозолити	0.0290333
молитва	0.772972
молодець	0.861951
молодість	0.8990315
монетний	0.851469
морочити	0.031138152
москіт	0.0428845
мріяти	0.840584
мститися	0.0276946
мужній	0.9096535
мужність	0.92679405
музикальний	0.826129
мука	0.0144633
мучити	0.0338264
мучитися	0.0400815
мільйон	0.766314
міна	0.0341555
мінеральний	0.826054
мініатюрний	0.79351497
міцний	0.8482345
навмисний	0.0219661
навідліг	0.0189964
нагнати	0.0293557
нагорода	0.949514
нагороджувати	0.872404
нагородити	0.927105
нагримати	0.013965
нагрянути	0.0262567
надзусилля	0.917756
надихатися	0.794761
надумати	0.0306754
надійний	0.86562324
надійність	0.867588
найвдаліший	0.836335
найгірший	0.0400866
найефективніший	0.854676
найжорстокіший	0.028577732
найзнаменитіший	0.0416747
найняти	0.0202841
найсмачніший	0.790525
найсміливіший	0.799984
найсприятливіший	0.818763
найстрашніший	0.016817598
найталановитіший	0.765324
найтепліший	0.903612
найцінніший	0.796141
найчарівніший	0.816426
накинувши	0.0325428
накипіти	0.0272084
накопичений	0.929179
налазити	0.0151784
налитися	0.0457449
наляканий	0.031731013
напад	0.0218646
напасти	0.0200537
наповнений	0.903104
наполегливий	0.8999314
наполегливість	0.891656
напоїти	0.779619
напханий	0.0231369
наркодилер	0.0128379
наркоман	0.00848166
наситити	0.897883
насмішити	0.00846737
наснага	0.850672
настирливий	0.0379594
натерпітися	0.0148498
натхненний	0.818815
натхнення	0.880874
науковець	0.837664
наукоємний	0.849622
нахабніти	0.03294705
нацьковувати	0.0285815
начуватися	0.0250005
нашкодити	0.0286361
наштовхуватися	0.0121168
невдача	0.0286091
невиліковний	0.00899353
невинний	0.0192042
невиплата	0.0323832
неволити	0.0107948
неволя	0.03696455
невільник	0.0492909
невірний	0.02344745
неграмотність	0.034284
недобрити	0.0442181
недоведений	0.0483476
недоумок	0.0207281
неефективний	0.044262953
незабутній	0.89261
незаслужений	0.0108055
незворушність	0.801795
нездоровий	0.0467554
нездійсненний	0.0143398
незламний	0.765643
незнайомець	0.0395019
неймовірний	0.770517
нелегкий	0.903375
нелояльний	0.0362658
ненависний	0.0438641
ненавмисний	0.0291821
ненаситний	0.00654391
необережність	0.0262267
необхідний	0.853051
неонацистський	0.045454
неординарний	0.843763
неофашист	0.0230232
неохайність	0.0210456
неперевершений	0.982275
непереможений	0.960731
неподобство	0.0468885
непослідовність	0.0454798
неправосудний	0.044461
неприйнятний	0.0356158
непритомний	0.0497238
непродуманий	0.042934597
непростимий	0.0511969
непрофесіоналізм	0.0130971
непідтверджений	0.048156
нерозповсюдження	0.766005
нерозумний	0.0394332
нерішучий	0.0474834
нескромність	0.0290678
несмак	0.0217932
несумлінність	0.0264269
несхвальний	0.041578
нетактовний	0.0274802
нетерпіння	0.767541
нетрі	0.0353504
нетяжкий	0.0379546
нехитрий	0.77122
нецензурний	0.0171425
нецивілізований	0.0325813
нечесний	0.0314888
нещадний	0.0112652
нещасливий	0.0286716
нещасний	0.01052094
нещастя	0.011361821
нещирість	0.0468808
неякісний	0.03087245
нити	0.0130675
новенький	0.779996
новизна	0.776666
новосел	0.855184
нормалізація	0.9121
нужда	0.0510537
ніжний	0.94295
нікчемний	0.0120512
німота	0.02495935
обвинувачуватися	0.0492935
обдарований	0.8887465
обдаровання	0.767009
обдирати	0.03052
обдурити	0.021166002
обдурювати	0.00951384
обливати	0.013267
обличчя	0.859406
обманювати	0.0119761005
обнадійливий	0.8568416
ображати	0.0183986
ображений	0.0197284
образливий	0.0220696
обрамлення	0.818813
обрушити	0.0363855
обстріл	0.0417955
обстрілювати	0.0360008
обтяжувати	0.0318425
обурливий	0.03053375
обурюватися	0.0112731
овація	0.803745
огида	0.0170038
огидний	0.0149683
однодумець	0.938306
одноразовий	0.763678
одностайний	0.842826
одірваний	0.051313
оживати	0.818854
озброюючи	0.0158854
оздоровити	0.780865
оздоровчий	0.851386
омріяний	0.794339
оновлений	0.854402
оптимізувати	0.825455
ораторський	0.778344
організаторський	0.791677
освічений	0.838797
осипатися	0.035508
оскома	0.0334144
осудити	0.0180963
осудний	0.0512075
отрута	0.0279335
отруїти	0.02010445
очікуваний	0.805027
ощадливість	0.794953
п'яний	0.0109765
п'янити	0.0185366
п'янство	0.0161483
пакість	0.0310945
палити	0.035694852
палкий	0.78386
пан	0.846172
паршивий	0.0212391
пасти	0.0363914
пастирський	0.802266
пацюк	0.0259568
педофіл	0.03050635
педофілія	0.037945703
перебивати	0.0249402
перебити	0.026449949
перебільшуватися	0.0424078
перевершивши	0.825939
перевершити	0.785221
перевершувати	0.771799
передсмертний	0.0510548
переконати	0.0149375
переконливий	0.89412403
переконливість	0.802987
перекупка	0.0318662
переламати	0.0321673
перемога	0.830569
перемогти	0.874144
перемішаний	0.0499102
переповнення	0.0504801
переполох	0.04089
переривати	0.0479955
переробний	0.770962
перерізаний	0.0375657
переслідуватися	0.0410279
перестрілка	0.020793
перетворення	0.841488
пишний	0.821656
пиячити	0.00843273
плач	0.0438537
по-дружньому	0.768165
по-особливому	0.880097
по-сучасному	0.920376
побиватися	0.0198112
побити	0.0260727
побитися	0.0384208
поблагословити	0.802004
побліднути	0.0253326
побій	0.01692775
повага	0.880818
повбивати	0.0215138
повноцінний	0.803348
повінь	0.0256987
повіситися	0.0278835
повія	0.0236251
погинути	0.0481781
поглиблений	0.784059
поглиблення	0.8599485
погнатися	0.0201576
погожий	0.794283
поголити	0.0396809
пограбувати	0.0151773
погром	0.0505052
подарований	0.779503
подарунок	0.852501
подолати	0.7875
подружитися	0.862321
подячний	0.959826
подільник	0.0136341
поетичний	0.780563
поживний	0.877703
пожити	0.773611
поздоровити	0.933089
поздоровляти	0.807786
позитивний	0.8344505
познайомити	0.806472
позолочений	0.882139
покарати	0.0153919
покидьок	0.0103797
покращити	0.9118
покритка	0.0441614
покусати	0.01793895
покінчити	0.0279524
поламаний	0.0472871
поламати	0.0197807
полон	0.0145769
полюбити	0.787032
поліпшити	0.869967
поліпшитися	0.863484
поліпшувати	0.945834
поліпшуватися	0.806808
політтехнологія	0.0363895
помогти	0.775823
помститися	0.0354004
попадати	0.0412577
поробити	0.0509269
порозуміння	0.888187
порочити	0.0413193
порушувати	0.0376282
порядний	0.885895
порятувати	0.887727
посміховисько	0.0189595
постаратися	0.773596
посуха	0.045744002
посягати	0.036882
потоптатися	0.0212137
потрясіння	0.0357622
потішити	0.857916
пофігізм	0.0180977
почастувати	0.764632
почесний	0.9609175
почесть	0.819109
пошана	0.85785
праведний	0.85073704
праведник	0.866085
правильний	0.8769
прагнути	0.801023
прекрасний	0.783466
преосвященний	0.821853
престижний	0.823374
прибутковий	0.772242
привабливий	0.8688577
привабливіший	0.854367
привітавшись	0.770447
привітання	0.774342
привітний	0.964614
приголомшливий	0.866255
призвати	0.0372927
прийняти	0.875478
прикрий	0.04661245
прикрити	0.0200003
примножувати	0.898461
принижуючи	0.0222599
принизливий	0.0101565
приносити	0.843857
приречений	0.0291502
природність	0.763164
приручений	0.0441278
прислужитися	0.788762
присягати	0.8279165
притягти	0.0201956
приховуватися	0.0458392
прищик	0.0446559
приєднуватися	0.811041
приємний	0.857305
провалений	0.0500666
провалитися	0.0387981
провокаційний	0.0424432
провокація	0.041829802
прогресивний	0.908238
продаватися	0.802193
пройдисвіт	0.0245537
прокляття	0.0155507
проклін	0.0437761
проникливий	0.79752
пронюхати	0.0412211
пропащий	0.0372636
просвітницький	0.79837596
проспати	0.0410036
просторий	0.817716
простіший	0.787424
протиправний	0.0410905
професійний	0.867845
професіональний	0.789449
професіоналізм	0.890662
процвітаючий	0.87758
прощати	0.042077
проявлений	0.814462
прут	0.0102621
психлікарня	0.0198088
псувати	0.0328841
пухкий	0.781575
підвести	0.0415476
піддатися	0.0435011
підкоритися	0.0467324
піднесений	0.784668
піднятий	0.809054
підпалювач	0.0365665
підробити	0.046499
підступ	0.0264174
підступність	0.03920015
підтримати	0.835436
підшукувати	0.0311608
підірвати	0.04581815
піклуватися	0.892575
пісний	0.0367278
работоргівець	0.0264259
радісний	0.89611244
расист	0.0339484
расистський	0.027290933
реаліст	0.789342
ревнощі	0.0104146
рейдерський	0.039441
репресія	0.0166999
респектабельний	0.936278
ризикувати	0.0354169
роботизований	0.777673
родзинка	0.87128
родинний	0.91507
роз'їдати	0.0230384
розбазарити	0.035137
розбещувати	0.0215261
розбираючись	0.0444181
розбрат	0.0365398
розвал	0.0426711
розвивати	0.818929
розвиватися	0.809911
розвинений	0.879489
розвинутий	0.792479
розгойдувати	0.0202556
розгульний	0.0299335
розгулятися	0.853915
роздмухувати	0.0270521
роздратування	0.03536
роззброювання	0.824178
розквітати	0.840329
розколювати	0.0241984
розкрадання	0.0213388
розкритикувати	0.017965
розкусити	0.0184756
розлютитися	0.01285545
розлючений	0.0445372
розміреність	0.83136
рознести	0.0327938
розпалити	0.0312089
розплата	0.0216978
розправа	0.02788015
розпростертий	0.882854
розпуста	0.0361469
розрадити	0.853484
розривати	0.0496948
розтратити	0.0288393
розумніти	0.780641
розчавити	0.0241903
розширити	0.784293
рубати	0.0345567
руйнувати	0.0291697
руїна	0.047594
рябий	0.0330428
рятування	0.918817
рівноправний	0.953902
різак	0.0485159
різанина	0.0380993
різати	0.0171221
різнокольоровий	0.81621
сакраментальний	0.0485301
самовладання	0.87298
самогубець	0.0312457
самозакоханість	0.0385088
самокаліцтво	0.0460598
самоповага	0.885148
самосуд	0.0110432
сваволити	0.0387329
сваволя	0.0343229
свавілля	0.0175975
сварити	0.0109553
свекруха	0.0374225
свинство	0.0424285
своєчасний	0.846559
святиня	0.766748
святкування	0.874694
святкувати	0.878642
свіжий	0.816727
світлий	0.928251
селюк	0.031681
сердечний	0.877324
серцево-судинний	0.0508435
симпатичний	0.83891135
синхронний	0.845635
сказ	0.0232927
скалити	0.0127873
скалічити	0.019480951
скарати	0.0155162
складний	0.884364
сконструювати	0.840097
скотина	0.0317747
скоюватися	0.021648
скоєний	0.02628045
скоїти	0.00969965
скрипіти	0.0325963
слабнути	0.0442616
слабший	0.0480342
слава	0.809981
славний	0.80241644
служниця	0.0312246
слухати	0.771785
слушний	0.793709
сліпий	0.0369688
смердіти	0.0234519
смертельний	0.023978002
смертний	0.0170926
смикнувши	0.0398662
смиренність	0.909329
смітити	0.0235453
смішок	0.0151448
сновигати	0.0394994
сонечко	0.798827
сонячний	0.870131
сопрано	0.8797
сп'яну	0.0202864
спалити	0.0263978
спалювати	0.0391057
спантеличений	0.0458177
спасибі	0.969965
спересердя	0.0229567
спиватися	0.0325846
спинити	0.0253368
списати	0.02719695
списувати	0.040180102
споживацький	0.0477363
спокусити	0.0198112
спокійний	0.8719405
спортивний	0.833068
спотворити	0.0102
спроектований	0.799912
спустошення	0.0293738
спустошити	0.042772
спізнюватися	0.0494559
спільниця	0.0162918
спітніти	0.018281
сріблястий	0.7704365
срібний	0.7985795
стабілізація	0.868983
сталінізм	0.0416868
стартап	0.868147
стафілокок	0.0431757
страта	0.0398122
страшилка	0.0182858
страшний	0.017190704
стриманий	0.770791
стукнути	0.0359959
стічний	0.0286956
судомити	0.0413471
сумлінний	0.924983
сумний	0.022364851
сумнозвісний	0.0407169
сутенер	0.0222771
сучий	0.013438
сучок	0.0465392
суїцид	0.0244666
сфабрикований	0.0181043
сфальсифікувати	0.0438279
схаменутися	0.0477868
схлипувати	0.0347688
сценічний	0.850339
таблетка	0.0497069
тавруючи	0.0456787
таж	0.0410354
талановитий	0.96351254
талант	0.787493
талісман	0.865771
танго	0.773213
танцюючий	0.806677
тельбух	0.037831
терапевтичний	0.820064
терзати	0.0316101
терорист	0.013781549
терористичний	0.030884566
терпіння	0.834099
терпіти	0.0456979
тиран	0.0316735
тиранія	0.03195545
тиснути	0.0505537
тисячолітній	0.853063
титулований	0.772381
товариський	0.768552
товктися	0.0150081
топити	0.0450482
торт	0.860346
тортура	0.0469541
точний	0.826504
трагічний	0.0179105
тривожити	0.0359938
троянда	0.794054
трупний	0.0471488
тріумф	0.784309
тріщати	0.0431952
тужливий	0.0347808
туша	0.0232428
тюрма	0.034821566
тіснява	0.0191965
тішитися	0.858244
убезпечити	0.798514
убивство	0.0193723
убити	0.0166281
убитий	0.016192202
убрання	0.846878
удаваний	0.0478989
украсти	0.0195467
українофобство	0.0347524
ультрасучасний	0.812693
умертвити	0.0436904
упир	0.03558435
упійманий	0.0132681
ура	0.801632
уразити	0.0429547
урегулювання	0.792495
урочистий	0.928495
урочистість	0.844143
уславлений	0.848456
усміх	0.835137
усміхатися	0.783278
усмішка	0.837768
успіх	0.904232
утиск	0.03029
фавор	0.784075
фальшувати	0.0238572
фамільярність	0.0221229
фантастичний	0.79822636
фарисейство	0.0214969
фаховий	0.819034
фашистський	0.0420573
фест	0.778341
феєричний	0.882962
фізіономія	0.0425546
хабарник	0.0362002
хамство	0.042251147
хапатися	0.0295273
хворий	0.0411682
хворобливість	0.0501313
хвороботворний	0.0373256
хлоп	0.0266482
хлопський	0.021674344
хмиз	0.0444877
ховати	0.0394493
хоробрість	0.9054105
хороший	0.86507326
хохол	0.0052981
хрещення	0.852116
хронічний	0.0354521
хропти	0.0295874
хуліганський	0.01572635
цинік	0.0198325
цинічний	0.0204169
цнотливий	0.949552
цукерка	0.801983
цькування	0.0466257
цькувати	0.00581355
цілеспрямованість	0.910202
цілитель	0.958465
цілувати	0.910196
цілісний	0.77507
цінніший	0.858513
цінувати	0.943426
ціп	0.0158641
частування	0.914251
частувати	0.84068
чесний	0.80328846
чисельний	0.837595
чистий	0.784211
чреватий	0.0419105
чудесний	0.8489445
чудовий	0.90550166
чудодійний	0.889094
чужий	0.0482181
чіпати	0.0277025
шайтан	0.0235665
шампанський	0.811586
шанобливий	0.894486
шантажист	0.049826
шанувати	0.8674623
шахрайський	0.0315171
швидкий	0.807917
швидший	0.78422153
шикарний	0.8453025
широкий	0.84973
шкодувати	0.0436904
шляхетність	0.85984
шоколадний	0.939403
шокувати	0.0297398
штовхнути	0.0263763
щасливий	0.90494573
щасливити	0.898841
щедрий	0.88635534
щедрість	0.961708
щирий	0.882692
ювілей	0.783614
якнайкращий	0.93724704
якнайшвидший	0.767704
яскравий	0.80382
ясновельможний	0.878517
